club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,
AS Monaco,Enzo Millot,19,Central Midfield,VfB Stuttgart,Â£1.58m,out,Summer,1.58,Ligue 1,2021,2021/2022,France
AS Monaco,Gil Dias,24,Left-Back,Benfica,Â£1.35m,out,Summer,1.35,Ligue 1,2021,2021/2022,France
AS Monaco,Pietro Pellegri,20,Centre-Forward,AC Milan,Loan fee:Â£900Th.,out,Summer,0.9,Ligue 1,2021,2021/2022,France
AS Monaco,Keita BaldÃ©,26,Centre-Forward,Cagliari Calcio,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Stevan Jovetic,31,Centre-Forward,Hertha BSC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Jorge,25,Left-Back,Palmeiras,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Arthur Zagre,19,Left-Back,FC Utrecht,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Jean-Eudes Aholou,27,Defensive Midfield,R. Strasbourg,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Benjamin Lecomte,30,Goalkeeper,AtlÃ©tico Madrid,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Antonio Barreca,26,Left-Back,Lecce,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Anthony Musaba,20,Right Winger,Heerenveen,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Willem Geubbels,20,Left Winger,FC Nantes,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Adrien Bongiovanni,21,Attacking Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Julien Serrano,23,Left-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Youssef AÃ¯t Bennasser,25,Central Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,LoÃ¯c Badiashile,23,Goalkeeper,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Florentino,22,Defensive Midfield,Benfica,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Xherdan Shaqiri,29,Right Winger,Liverpool,Â£5.40m,in,Summer,5.4,Ligue 1,2021,2021/2022,France
Olympique Lyon,Emerson,27,Left-Back,Chelsea,Loan fee:Â£450Th.,in,Summer,0.45,Ligue 1,2021,2021/2022,France
Olympique Lyon,Damien Da Silva,33,Centre-Back,Stade Rennais,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Lyon,Henrique,27,Left-Back,Vasco da Gama,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Lyon,JÃ©rÃ´me Boateng,32,Centre-Back,Without Club,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Castello Lukeba,18,Centre-Back,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Habib KeÃ¯ta,19,Central Midfield,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Malo Gusto,18,Right-Back,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Malcolm Barcola,22,Goalkeeper,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Florent Da Silva,18,Central Midfield,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Youssouf KonÃ©,26,Left-Back,Hatayspor,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Moussa DembÃ©lÃ©,25,Centre-Forward,AtlÃ©tico Madrid,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Jean Lucas,23,Central Midfield,Stade Brest 29,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Jeff Reine-AdÃ©laÃ¯de,23,Attacking Midfield,OGC Nice,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Joachim Andersen,25,Centre-Back,Fulham,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Lenny Pintor,21,Centre-Forward,Troyes,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Pape Cheikh,24,Central Midfield,Dijon,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Joachim Andersen,25,Centre-Back,Crystal Palace,Â£15.75m,out,Summer,15.75,Ligue 1,2021,2021/2022,France
Olympique Lyon,Maxwel Cornet,24,Left-Back,Burnley,Â£13.50m,out,Summer,13.5,Ligue 1,2021,2021/2022,France
Olympique Lyon,Jean Lucas,23,Central Midfield,Monaco,Â£9.90m,out,Summer,9.9,Ligue 1,2021,2021/2022,France
Olympique Lyon,Melvin Bard,20,Left-Back,OGC Nice,Â£2.70m,out,Summer,2.7,Ligue 1,2021,2021/2022,France
Olympique Lyon,Memphis Depay,27,Centre-Forward,Barcelona,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Lyon,Djamel Eddine Benlamri,31,Centre-Back,Qatar SC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Lyon,Youssouf KonÃ©,26,Left-Back,Troyes,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Lyon,Yahya SoumarÃ©,21,Right Winger,Dijon,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Lyon,Cenk Ã–zkacar,20,Centre-Back,OH Leuven,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Lyon,Mattia De Sciglio,28,Right-Back,Juventus,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Gerson,24,Central Midfield,Flamengo,Â£22.50m,in,Summer,22.5,Ligue 1,2021,2021/2022,France
Olympique Marseille,Leonardo Balerdi,22,Centre-Back,Bor. Dortmund,Â£9.90m,in,Summer,9.9,Ligue 1,2021,2021/2022,France
Olympique Marseille,Arkadiusz Milik,27,Centre-Forward,SSC Napoli,Â£8.10m,in,Summer,8.1,Ligue 1,2021,2021/2022,France
Olympique Marseille,Pol Lirola,24,Right-Back,Fiorentina,Â£5.85m,in,Summer,5.85,Ligue 1,2021,2021/2022,France
Olympique Marseille,Luan Peres,27,Centre-Back,Santos FC,Â£4.05m,in,Summer,4.05,Ligue 1,2021,2021/2022,France
Olympique Marseille,Konrad de la Fuente,20,Left Winger,Barcelona B,Â£2.70m,in,Summer,2.7,Ligue 1,2021,2021/2022,France
Olympique Marseille,Pau LÃ³pez,26,Goalkeeper,AS Roma,Loan fee:Â£648Th.,in,Summer,0.648,Ligue 1,2021,2021/2022,France
Olympique Marseille,Cengiz Ãœnder,24,Right Winger,AS Roma,Loan fee:Â£450Th.,in,Summer,0.45,Ligue 1,2021,2021/2022,France
Olympique Marseille,Pedro Ruiz,21,Centre-Forward,RM Castilla,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Bilal Nadir,17,Central Midfield,Nizza U19,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Salim Ben Seghir,18,Left Winger,OGC Nice B,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,MattÃ©o Guendouzi,22,Central Midfield,Arsenal,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,William Saliba,20,Centre-Back,Arsenal,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Oussama Targhalline,19,Central Midfield,Marseille B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Bamba Dieng,21,Centre-Forward,Marseille B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Manuel Nazaretian,20,Goalkeeper,Marseille B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Paolo Sciortino,17,Defensive Midfield,Marseille U19,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Nemanja Radonjic,25,Left Winger,Hertha BSC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Kevin Strootman,31,Central Midfield,Genoa,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Ahmadou Dia,21,Goalkeeper,FC Dordrecht,"End of loanMar 23, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Maxime LÃ³pez,23,Central Midfield,Sassuolo,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Mohamed Abdallah,22,Right-Back,Zulte Waregem,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Maxime LÃ³pez,23,Central Midfield,Sassuolo,Â£1.80m,out,Summer,1.8,Ligue 1,2021,2021/2022,France
Olympique Marseille,Hiroki Sakai,31,Right-Back,Urawa Reds,Â£1.35m,out,Summer,1.35,Ligue 1,2021,2021/2022,France
Olympique Marseille,Nemanja Radonjic,25,Left Winger,Benfica,Loan fee:Â£900Th.,out,Summer,0.9,Ligue 1,2021,2021/2022,France
Olympique Marseille,ValÃ¨re Germain,31,Centre-Forward,Montpellier,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Christopher Rocchia,23,Left-Back,Dijon,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,SaÃ®f-Eddine Khaoui,26,Attacking Midfield,Clermont Foot,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Florian Thauvin,28,Right Winger,Tigres UANL,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Pedro Ruiz,21,Centre-Forward,NEC Nijmegen,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Mohamed Abdallah,22,Right-Back,Stade-Lausanne,?,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Kevin Strootman,31,Central Midfield,Cagliari Calcio,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Lucas Perrin,22,Centre-Back,R. Strasbourg,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,DarÃ­o Benedetto,31,Centre-Forward,Elche CF,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Olympique Marseille,Yuto Nagatomo,34,Left-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Ahmadou Dia,21,Goalkeeper,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Yohann PelÃ©,38,Goalkeeper,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Olivier Ntcham,25,Central Midfield,Celtic,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Leonardo Balerdi,22,Centre-Back,Bor. Dortmund,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Arkadiusz Milik,27,Centre-Forward,SSC Napoli,"End of loanAug 7, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,Pol Lirola,24,Right-Back,Fiorentina,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Olympique Marseille,MichaÃ«l Cuisance,22,Central Midfield,FC Bayern,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,LoÃ¯c BadÃ©,21,Centre-Back,Lens,Â£15.30m,in,Summer,15.3,Ligue 1,2021,2021/2022,France
Stade Rennais FC,GaÃ«tan Laborde,27,Centre-Forward,Montpellier,Â£13.50m,in,Summer,13.5,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Kamaldeen Sulemana,19,Left Winger,Nordsjaelland,Â£13.50m,in,Summer,13.5,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Baptiste Santamaria,26,Defensive Midfield,SC Freiburg,Â£12.60m,in,Summer,12.6,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Lovro Majer,23,Attacking Midfield,Dinamo Zagreb,Â£10.80m,in,Summer,10.8,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Dogan Alemdar,18,Goalkeeper,Kayserispor,Â£3.15m,in,Summer,3.15,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Birger Meling,26,Left-Back,NÃ®mes Olympique,Â£2.70m,in,Summer,2.7,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Lesley Ugochukwu,17,Defensive Midfield,Rennes B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Loum Tchaouna,17,Centre-Forward,Rennes B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Matthis Abline,18,Centre-Forward,Rennes B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Franck Rivollier,20,Centre-Forward,Rennes B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Lorenz Assignon,21,Right-Back,Rennes B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Warmed Omari,21,Centre-Back,Rennes B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Andy Diouf,18,Right Winger,Rennes B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,M'Baye Niang,26,Centre-Forward,Ahli,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Metehan GÃ¼Ã§lÃ¼,22,Centre-Forward,Valenciennes FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Rafik Guitane,22,Attacking Midfield,MarÃ­timo,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Hakim El Mokeddem,22,Attacking Midfield,FC SÃ¨te 34,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Jordan Siebatcheu,25,Centre-Forward,BSC Young Boys,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Lilian Brassier,21,Centre-Back,Stade Brest 29,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,JÃ©rÃ©my GÃ©lin,24,Centre-Back,Royal Antwerp,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Sacha Boey,20,Right-Back,Dijon,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Eduardo Camavinga,18,Central Midfield,Real Madrid,Â£27.90m,out,Summer,27.9,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Faitout Maouassa,23,Left-Back,Club Brugge,Â£3.60m,out,Summer,3.6,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Jordan Siebatcheu,25,Centre-Forward,BSC Young Boys,Â£2.25m,out,Summer,2.25,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Brandon Soppy,19,Right-Back,Udinese Calcio,Â£1.80m,out,Summer,1.8,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Lilian Brassier,21,Centre-Back,Stade Brest 29,Â£1.80m,out,Summer,1.8,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Romain Del Castillo,25,Right Winger,Stade Brest 29,Â£1.35m,out,Summer,1.35,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Gerzino Nyamsi,24,Centre-Back,R. Strasbourg,Â£1.35m,out,Summer,1.35,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Sacha Boey,20,Right-Back,Galatasaray,Â£900Th.,out,Summer,0.9,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Damien Da Silva,33,Centre-Back,Olympique Lyon,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Franck Rivollier,20,Centre-Forward,Stade Briochin,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Rafik Guitane,22,Attacking Midfield,Stade Reims,?,out,Summer,NA,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Yann Gboho,20,Left Winger,Vitesse,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Stade Rennais FC,James LÃ©a Siliki,25,Central Midfield,Middlesbrough,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Hakim El Mokeddem,22,Attacking Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,ClÃ©ment Grenier,30,Central Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Dalbert,27,Left-Back,Inter,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,Steven Nzonzi,32,Defensive Midfield,AS Roma,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Kevin Danso,22,Centre-Back,FC Augsburg,Â£4.95m,in,Summer,4.95,Ligue 1,2021,2021/2022,France
RC Lens,GaÃ«l Kakuta,30,Attacking Midfield,Amiens SC,Â£4.50m,in,Summer,4.5,Ligue 1,2021,2021/2022,France
RC Lens,Przemyslaw Frankowski,26,Right Winger,Chicago Fire,Â£2.07m,in,Summer,2.07,Ligue 1,2021,2021/2022,France
RC Lens,Deiver Machado,27,Left-Back,Toulouse,Â£1.62m,in,Summer,1.62,Ligue 1,2021,2021/2022,France
RC Lens,Wuilker FariÃ±ez,23,Goalkeeper,Millonarios,Â£1.35m,in,Summer,1.35,Ligue 1,2021,2021/2022,France
RC Lens,Valentino Lesieur,18,Goalkeeper,FC Nantes U19,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Christopher Wooh,19,Centre-Back,AS Nancy,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Wesley SaÃ¯d,26,Left Winger,Toulouse,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Mamadou Camara,18,Central Midfield,SacrÃ©-CÅ“ur,?,in,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Arnaud Kalimuendo,19,Centre-Forward,Paris SG,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Ibrahima BaldÃ©,18,Centre-Forward,RC Lens B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Boubakar Camara,20,Right Winger,RC Lens B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Jonathan Varane,19,Central Midfield,RC Lens B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Charles Boli,23,Central Midfield,Paris FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Jules Keita,23,Left Winger,CSKA-Sofia,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Thomas Vincensini,27,Goalkeeper,SC Bastia,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Valentin Belon,26,Goalkeeper,Stade Lavallois,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,LoÃ¯c BadÃ©,21,Centre-Back,Stade Rennais,Â£15.30m,out,Summer,15.3,Ligue 1,2021,2021/2022,France
RC Lens,ClÃ©ment Michelin,24,Right-Back,AEK Athens,Â£900Th.,out,Summer,0.9,Ligue 1,2021,2021/2022,France
RC Lens,Thomas Vincensini,27,Goalkeeper,SC Bastia,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Zakaria Diallo,35,Centre-Back,Al-Shabab,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Cheick TraorÃ©,26,Right-Back,Dijon,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Adam Oudjani,20,Attacking Midfield,Stade Briochin,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Boubakar Camara,20,Right Winger,Le Mans FC,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Tony Mauricio,27,Attacking Midfield,FC Sochaux,?,out,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Steven Fortes,29,Centre-Back,KV Oostende,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Simon Banza,25,Centre-Forward,FamalicÃ£o,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
RC Lens,Valentin Belon,26,Goalkeeper,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Arnaud Kalimuendo,19,Centre-Forward,Paris SG,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,GaÃ«l Kakuta,30,Attacking Midfield,Amiens SC,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Issiaga Sylla,27,Left-Back,Toulouse,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
RC Lens,Wuilker FariÃ±ez,23,Goalkeeper,Millonarios,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Thuler,22,Centre-Back,Flamengo,Loan fee:Â£180Th.,in,Summer,0.18,Ligue 1,2021,2021/2022,France
Montpellier HSC,Mamadou Sakho,31,Centre-Back,Crystal Palace,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,LÃ©o Leroy,21,Central Midfield,LB ChÃ¢teauroux,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,ValÃ¨re Germain,31,Centre-Forward,Marseille,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Nicholas Gioacchini,21,Centre-Forward,SM Caen,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Yanis Guermouche,20,Centre-Forward,Montpellier B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Thibaut Vargas,21,Right-Back,LB ChÃ¢teauroux,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Bastian Badu,21,Centre-Forward,FC Chambly,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Kylian KaÃ¯bouÃ©,23,Left-Back,FC SÃ¨te 34,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,GaÃ«tan Laborde,27,Centre-Forward,Stade Rennais,Â£13.50m,out,Summer,13.5,Ligue 1,2021,2021/2022,France
Montpellier HSC,Andy Delort,29,Centre-Forward,OGC Nice,Â£9.00m,out,Summer,9,Ligue 1,2021,2021/2022,France
Montpellier HSC,Bastian Badu,21,Centre-Forward,Le Mans FC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Damien Le Tallec,31,Defensive Midfield,AEK Athens,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Daniel CongrÃ©,36,Centre-Back,Dijon,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Yanis Ammour,22,Centre-Forward,AEK Athens B,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Il-lok Yun,29,Left Winger,Ulsan Hyundai,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Samy Benchamma,21,Central Midfield,Chamois Niort,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Keagan Dolly,28,Left Winger,Kaizer Chiefs,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Kylian KaÃ¯bouÃ©,23,Left-Back,SC Bastia,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,ClÃ©ment Vidal,21,Centre-Back,AC Ajaccio,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Thibaut Vargas,21,Right-Back,LB ChÃ¢teauroux,?,out,Summer,NA,Ligue 1,2021,2021/2022,France
Montpellier HSC,Hilton,43,Centre-Back,Retired,-,out,Summer,0,Ligue 1,2021,2021/2022,France
