club_name,player_name,age,position,club_involved_name,fee,fee_cleaned,league_name,year,season,Country
Vitesse Arnhem,Enrico Hern√°ndez,20,Centre-Forward,Vitesse U21,-,0,Eredivisie,2021,2021/2022,Netherlands
Vitesse Arnhem,Thomas Buitink,21,Centre-Forward,PEC Zwolle,"End of loanJun 30, 2021",0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Ringo Meerveld,18,Attacking Midfield,FC Den Bosch,£675Th.,0.675,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Ulrik Jenssen,25,Centre-Back,Nordsjaelland,free transfer,0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Max Svensson,23,Left Midfield,Helsingborg,?,0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Emil Bergstr√∂m,28,Centre-Back,FC Utrecht,loan transfer,0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Argyris Kampetsis,22,Centre-Forward,Panathinaikos,loan transfer,0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Godfried Roemeratoe,22,Defensive Midfield,Twente FC,loan transfer,0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Timon Wellenreuther,25,Goalkeeper,RSC Anderlecht,loan transfer,0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Nikolaos Michelis,20,Centre-Back,Milan U19,loan transfer,0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Vincent Schippers,20,Right-Back,Willem II U21,-,0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,John Yeboah,21,Left Winger,Almere City,"End of loanJun 30, 2021",0,Eredivisie,2021,2021/2022,Netherlands
Willem II Tilburg,Dylan Ryan,21,Centre-Back,Melbourne,"End of loanJun 30, 2021",0,Eredivisie,2021,2021/2022,Netherlands
SC Heerenveen,Runar Espejord,25,Centre-Forward,Troms√∏ IL,"End of loanDec 31, 2021",0,Eredivisie,2021,2021/2022,Netherlands
SC Heerenveen,Joaqu√≠n Fern√°ndez,22,Centre-Back,Mvd City Torque,"End of loanDec 31, 2021",0,Eredivisie,2021,2021/2022,Netherlands
Barnsley FC,Devante Cole,26,Centre-Forward,Motherwell FC,free transfer,0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Aaron Leya Iseka,23,Centre-Forward,Toulouse,?,0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Josh Benson,21,Central Midfield,Burnley,?,0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Obbi Oulare,25,Centre-Forward,Standard Li√®ge,?,0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Claudio Gomes,21,Defensive Midfield,Man City U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Jasper Moon,20,Centre-Back,Barnsley U23,-,0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,George Miller,23,Centre-Forward,Walsall,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Marcel Ritzmaier,28,Central Midfield,Rapid Vienna,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Herbie Kane,22,Central Midfield,Oxford United,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Luke Thomas,22,Right Winger,Bristol Rovers,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Jack Aitchison,21,Centre-Forward,Forest Green,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Patrick Schmidt,23,Centre-Forward,SV Ried,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Barnsley FC,Isaac Christie-Davies,23,Attacking Midfield,Dunajska Streda,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Chuks Aneke,28,Second Striker,Charlton,free transfer,0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Ryan Woods,27,Defensive Midfield,Stoke City,free transfer,0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Jordan Graham,26,Left Winger,Gillingham FC,free transfer,0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Troy Deeney,33,Centre-Forward,Watford,free transfer,0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Dion Sanderson,21,Centre-Back,Wolves U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Matija Sarkic,24,Goalkeeper,Wolves,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Tahith Chong,21,Right Winger,Man Utd,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Juan Familia-Castillo,21,Left-Back,Chelsea U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Sam Cosgrove,24,Centre-Forward,Shrewsbury,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Odin Bailey,21,Attacking Midfield,Livingston FC,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Fran Villalba,23,Attacking Midfield,UD Almer√≠a,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Zach Jeacock,20,Goalkeeper,Salford,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Agus Medina,26,Central Midfield,UE Cornell√†,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Iv√°n Guzm√°n,30,Right-Back,UE Cornell√†,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Birmingham City,Jonathan Leko,22,Right Winger,Charlton,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Blackburn Rovers,Tayo Edun,23,Left-Back,Lincoln City,£522Th.,0.522,Championship,2021,2021/2022,United Kingdom
Blackburn Rovers,Reda Khadra,20,Left Winger,Brighton U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Blackburn Rovers,Jan Paul van Hecke,21,Centre-Back,Brighton,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Blackburn Rovers,Ian Poveda,21,Right Winger,Leeds,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Blackburn Rovers,Leighton Clarkson,19,Defensive Midfield,Liverpool U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Blackburn Rovers,Hayden Carter,21,Centre-Back,Blackburn U23,-,0,Championship,2021,2021/2022,United Kingdom
Blackburn Rovers,Daniel Butterworth,21,Centre-Forward,Blackburn U23,-,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Jordan Lawrence-Gabriel,22,Right-Back,Nottm Forest,£788Th.,0.788,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Richard Keogh,35,Centre-Back,Huddersfield,free transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Callum Connolly,23,Defensive Midfield,Everton U23,free transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Shayne Lavery,22,Centre-Forward,Linfield,free transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Reece James,27,Left-Back,Doncaster,free transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Daniel Grimshaw,23,Goalkeeper,Man City U23,free transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Josh Bowler,22,Right Winger,Everton U23,free transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Sonny Carey,20,Right Midfield,King's Lynn,?,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Oliver Casey,20,Centre-Back,Leeds U23,?,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Tyreece John-Jules,20,Centre-Forward,Arsenal U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Owen Dale,22,Right Winger,Crewe Alexandra,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Dujon Sterling,21,Right-Back,Chelsea U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Ryan Wintle,24,Defensive Midfield,Cardiff,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Jordan Thorniley,24,Centre-Back,Oxford United,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Ethan Robson,24,Central Midfield,MK Dons,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Blackpool FC,Adi Yussuf,29,Centre-Forward,Chesterfield FC,"End of loanJun 6, 2021",0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,√ñrjan Nyland,30,Goalkeeper,Norwich,free transfer,0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,Emiliano Marcondes,26,Attacking Midfield,Brentford,free transfer,0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,Gary Cahill,35,Centre-Back,Crystal Palace,free transfer,0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,Jamal Lowe,27,Right Winger,Swansea,?,0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,Ryan Christie,26,Attacking Midfield,Celtic,?,0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,Leif Davis,21,Left-Back,Leeds,loan transfer,0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,Morgan Rogers,19,Left Winger,Man City U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,Zeno Ibsen Rossi,20,Centre-Back,Bournemouth U21,-,0,Championship,2021,2021/2022,United Kingdom
AFC Bournemouth,Christian Saydee,19,Centre-Forward,Bournemouth U21,-,0,Championship,2021,2021/2022,United Kingdom
Bristol City,Matty James,30,Central Midfield,Leicester,free transfer,0,Championship,2021,2021/2022,United Kingdom
Bristol City,Andy King,32,Central Midfield,OH Leuven,free transfer,0,Championship,2021,2021/2022,United Kingdom
Bristol City,George Tanner,21,Right-Back,Carlisle United,?,0,Championship,2021,2021/2022,United Kingdom
Bristol City,Rob Atkinson,23,Centre-Back,Oxford United,?,0,Championship,2021,2021/2022,United Kingdom
Bristol City,Alex Scott,18,Attacking Midfield,Bristol U18,-,0,Championship,2021,2021/2022,United Kingdom
Bristol City,Taylor Moore,24,Centre-Back,Heart of Midl.,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Marley Watkins,30,Right Winger,Bristol City,free transfer,0,Championship,2021,2021/2022,United Kingdom
Cardiff City,James Collins,30,Centre-Forward,Luton,free transfer,0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Ryan Wintle,24,Defensive Midfield,Crewe Alexandra,free transfer,0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Mark McGuinness,20,Centre-Back,Arsenal U23,?,0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Ryan Giles,21,Left Midfield,Wolves U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Rubin Colwill,19,Attacking Midfield,Cardiff U23,-,0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Gavin Whyte,25,Right Winger,Oxford United,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Max Watters,22,Centre-Forward,MK Dons,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Robert Glatzel,27,Centre-Forward,1.FSV Mainz 05,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Ryan Wintle,24,Defensive Midfield,Blackpool,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Cardiff City,Josh Murphy,26,Left Winger,Preston,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Coventry City,Viktor Gy√∂keres,23,Centre-Forward,Brighton,£1.08m,1.08,Championship,2021,2021/2022,United Kingdom
Coventry City,Danny Cashman,20,Centre-Forward,Brighton U23,free transfer,0,Championship,2021,2021/2022,United Kingdom
Coventry City,Bright Enobakhare,23,Centre-Forward,SC East Bengal,free transfer,0,Championship,2021,2021/2022,United Kingdom
Coventry City,Simon Moore,31,Goalkeeper,Sheff Utd,free transfer,0,Championship,2021,2021/2022,United Kingdom
Coventry City,Martyn Waghorn,31,Centre-Forward,Derby,free transfer,0,Championship,2021,2021/2022,United Kingdom
Coventry City,Todd Kane,27,Right-Back,QPR,?,0,Championship,2021,2021/2022,United Kingdom
Coventry City,Ben Sheaf,23,Defensive Midfield,Arsenal U23,?,0,Championship,2021,2021/2022,United Kingdom
Coventry City,Ian Maatsen,19,Left-Back,Chelsea U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Coventry City,Jake Clarke-Salter,23,Centre-Back,Chelsea,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Coventry City,Danny Cashman,20,Centre-Forward,Rochdale,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Coventry City,Will Bapaga,18,Right Winger,Grimsby Town,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Derby County,Sam Baldock,32,Centre-Forward,Reading,free transfer,0,Championship,2021,2021/2022,United Kingdom
Derby County,Richard Stearman,34,Centre-Back,Huddersfield,free transfer,0,Championship,2021,2021/2022,United Kingdom
Derby County,Ryan Allsop,29,Goalkeeper,Wycombe,free transfer,0,Championship,2021,2021/2022,United Kingdom
Derby County,Phil Jagielka,39,Centre-Back,Sheff Utd,free transfer,0,Championship,2021,2021/2022,United Kingdom
Derby County,Isaac Hutchinson,21,Attacking Midfield,Derby U23,-,0,Championship,2021,2021/2022,United Kingdom
Derby County,Louie Watson,20,Attacking Midfield,Derby U23,-,0,Championship,2021,2021/2022,United Kingdom
Derby County,Festy Ebosele,19,Right-Back,Derby U23,-,0,Championship,2021,2021/2022,United Kingdom
Derby County,Jack Stretton,19,Centre-Forward,Derby U23,-,0,Championship,2021,2021/2022,United Kingdom
Derby County,Ravel Morrison,28,Attacking Midfield,Without Club,-,0,Championship,2021,2021/2022,United Kingdom
Derby County,Henrich Ravas,24,Goalkeeper,Hartlepool,"End of loanJun 21, 2021",0,Championship,2021,2021/2022,United Kingdom
Fulham FC,Harry Wilson,24,Right Winger,Liverpool,£12.60m,12.6,Championship,2021,2021/2022,United Kingdom
Fulham FC,Rodrigo Muniz,20,Centre-Forward,Flamengo,£7.20m,7.2,Championship,2021,2021/2022,United Kingdom
Fulham FC,Nathaniel Chalobah,26,Defensive Midfield,Watford,£3.15m,3.15,Championship,2021,2021/2022,United Kingdom
Fulham FC,Paulo Gazzaniga,29,Goalkeeper,Spurs,free transfer,0,Championship,2021,2021/2022,United Kingdom
Fulham FC,Domingos Quina,21,Central Midfield,Watford,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Fulham FC,F√°bio Carvalho,19,Attacking Midfield,Fulham U23,-,0,Championship,2021,2021/2022,United Kingdom
Fulham FC,Tyrese Francois,21,Central Midfield,Fulham U23,-,0,Championship,2021,2021/2022,United Kingdom
Fulham FC,Jay Stansfield,18,Centre-Forward,Fulham U23,-,0,Championship,2021,2021/2022,United Kingdom
Fulham FC,Aboubakar Kamara,26,Centre-Forward,Dijon,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Fulham FC,Jean Micha√´l Seri,30,Central Midfield,G. Bordeaux,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Fulham FC,Maxime Le Marchand,31,Centre-Back,Royal Antwerp,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Lee Nicholls,28,Goalkeeper,MK Dons,free transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Josh Ruffels,27,Left-Back,Oxford United,free transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Ollie Turton,28,Right-Back,Blackpool,free transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Jordan Rhodes,31,Centre-Forward,Sheff Wed,free transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Tom Lees,30,Centre-Back,Sheff Wed,free transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Matty Pearson,28,Centre-Back,Luton,free transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Mipo Odubeko,18,Centre-Forward,West Ham U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Levi Colwill,18,Centre-Back,Chelsea U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Danel Sinani,24,Attacking Midfield,Norwich,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Kieran Phillips,21,Centre-Forward,Huddersfield B,-,0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Kieran Phillips,21,Centre-Forward,Walsall,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Rarmani Edmonds-Green,22,Centre-Back,Rotherham,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Huddersfield Town,Romoney Crichlow,22,Centre-Back,Swindon Town,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Hull City,Andy Cannon,25,Central Midfield,Portsmouth,free transfer,0,Championship,2021,2021/2022,United Kingdom
Hull City,George Moncur,28,Central Midfield,Luton,free transfer,0,Championship,2021,2021/2022,United Kingdom
Hull City,Randell Williams,24,Right Midfield,Exeter City,free transfer,0,Championship,2021,2021/2022,United Kingdom
Hull City,Tyler Smith,22,Centre-Forward,Sheff Utd U23,?,0,Championship,2021,2021/2022,United Kingdom
Hull City,Ryan Longman,20,Right Winger,Brighton U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Hull City,Di'Shon Bernard,20,Centre-Back,Man Utd U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Hull City,Matt Smith,21,Defensive Midfield,Man City U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Hull City,Tom Huddlestone,34,Defensive Midfield,Without Club,-,0,Championship,2021,2021/2022,United Kingdom
Hull City,Nathan Baxter,22,Goalkeeper,Chelsea U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Hull City,Jordan Flores,25,Central Midfield,Northampton,"End of loanAug 5, 2021",0,Championship,2021,2021/2022,United Kingdom
Hull City,Festus Arthur,21,Centre-Back,Barrow,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Hull City,James Scott,21,Centre-Forward,Hibernian FC,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Hull City,Martin Samuelsen,24,Left Winger,Aalborg BK,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Luton Town,Amari'i Bell,27,Left-Back,Blackburn,free transfer,0,Championship,2021,2021/2022,United Kingdom
Luton Town,Reece Burke,24,Centre-Back,Hull City,free transfer,0,Championship,2021,2021/2022,United Kingdom
Luton Town,Cameron Jerome,35,Centre-Forward,MK Dons,free transfer,0,Championship,2021,2021/2022,United Kingdom
Luton Town,Henri Lansbury,30,Central Midfield,Bristol City,free transfer,0,Championship,2021,2021/2022,United Kingdom
Luton Town,Carlos Mendes,22,Right Winger,Morecambe FC,?,0,Championship,2021,2021/2022,United Kingdom
Luton Town,Admiral Muskwe,23,Centre-Forward,Leicester U23,?,0,Championship,2021,2021/2022,United Kingdom
Luton Town,Fred Onyedinma,24,Right Midfield,Wycombe,?,0,Championship,2021,2021/2022,United Kingdom
Luton Town,Allan Campbell,23,Defensive Midfield,Motherwell FC,?,0,Championship,2021,2021/2022,United Kingdom
Luton Town,Corey Panter,20,Centre-Back,Dundee FC,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Luton Town,Jake Peck,21,Central Midfield,Concord Rangers,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Luton Town,Elliot Lee,26,Centre-Forward,Charlton,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Luton Town,Peter Kioso,22,Right-Back,MK Dons,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Mart√≠n Payero,22,Central Midfield,CA Banfield,£6.08m,6.08,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Uche Ikpeazu,26,Centre-Forward,Wycombe,£783Th.,0.783,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Luke Daniels,33,Goalkeeper,Brentford,free transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Sammy Ameobi,29,Left Winger,Nottm Forest,free transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Sol Bamba,36,Centre-Back,Cardiff,free transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Lee Peltier,34,Right-Back,West Brom,free transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Joe Lumley,26,Goalkeeper,QPR,free transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Toyosi Olusanya,23,Right Winger,Billericay,free transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Matt Crooks,27,Central Midfield,Rotherham,?,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Onel Hern√°ndez,28,Right Winger,Norwich,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Andraz Sporar,27,Centre-Forward,Sporting CP,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,James L√©a Siliki,25,Central Midfield,Stade Rennais,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Isaiah Jones,22,Right Winger,Boro U23,-,0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Nathan Wood,19,Centre-Back,Hibernian FC,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Stephen Walker,20,Second Striker,Tranmere Rovers,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Hayden Coulson,23,Left-Back,Ipswich,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Dejan Stojanovic,28,Goalkeeper,FC St. Pauli,"End of loanJun 30, 2021",0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Lewis Wing,26,Central Midfield,Sheff Wed,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Middlesbrough FC,Djed Spence,21,Right-Back,Nottm Forest,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
Millwall FC,Scott Malone,30,Left-Back,Derby,free transfer,0,Championship,2021,2021/2022,United Kingdom
Millwall FC,George Long,27,Goalkeeper,Hull City,free transfer,0,Championship,2021,2021/2022,United Kingdom
Millwall FC,George Saville,28,Central Midfield,Middlesbrough,?,0,Championship,2021,2021/2022,United Kingdom
Millwall FC,Daniel Ballard,21,Centre-Back,Arsenal U23,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Millwall FC,Benik Afobe,28,Centre-Forward,Stoke City,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Millwall FC,Sheyi Ojo,24,Right Winger,Liverpool,loan transfer,0,Championship,2021,2021/2022,United Kingdom
Millwall FC,Mahlon Romeo,25,Right-Back,Portsmouth,"End of loanMay 31, 2022",0,Championship,2021,2021/2022,United Kingdom
